번호,시퀀스,모델명,지역,가격,시세안심지수,번호판,연식,주행거리,연료,변속기,색상,사진
1062,23569091,벤츠 뉴 SLK클래스 SLK200 블루이피션시,경기,"1,270만원",적정,62도8293,12년04월(12년형),"187,785km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2356/23569091_22032816716464456.jpeg?width=320
1063,26328557,BMW M시리즈 M8 쿠페 Competition,부산,"11,500만원",적정,380보7676,21년04월(20년형),"20,361km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26328557_19513769764624089.jpeg?width=320
1064,26326715,벤츠 뉴 SLK클래스 SLK200K R171,경남,899만원,낮음,37서6610,05년03월(05년형),"189,998km",가솔린,오토,쥐색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26326715_19494431516277000.jpeg?width=320
1065,25612136,아우디 R8 (4S) 5.2 V10 Spyder,경기,"24,000만원",낮음,160루1143,22년02월(21년형),"12,412km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2561/25612136_3608695318558786.jpeg?width=320
1066,25329456,애스턴마틴 라피드 6.0,경기,"9,900만원",적정,54노7678,15년08월(15년형),"6,736km",가솔린,오토,갈색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2532/25329456_29240705601794085.jpeg?width=320
1067,26289764,포드 올뉴머스탱 컨버터블 프리미엄,경기,"4,050만원",적정,152조6169,21년06월(21년형),"29,627km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26289764_18405145908143998.jpeg?width=320
1068,26194311,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,경기,"5,680만원",적정,352마3282,23년10월(24년형),"4,837km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2619/26194311_16057365664346144.jpeg?width=320
1069,26255553,포드 머스탱 컨버티블,경기,"3,199만원",적정,144오4777,18년08월(18년형),"67,226km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img05/img2625/26255553_17328109710593778.jpeg?width=320
1070,26321318,BMW M시리즈 X4 M Competition Carbon Package F98,경기,"6,340만원",적정,254수3127,21년06월(21년형),"88,990km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2632/26321318_19265901033169040.jpeg?width=320
1071,26317011,포드 머스탱 쿠페,경기,"1,360만원",낮음,30머0235,16년06월(16년형),"175,076km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2631/26317011_20334979351378672.jpeg?width=320
1072,25300019,벤츠 뉴 SLK클래스 SLK55 AMG R171,경기,"1,490만원",낮음,38서6110,07년02월(05년형),"144,434km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2530/25300019_2580581375894287.jpeg?width=320
1073,25346328,포르쉐 뉴 박스터 3.4 GTS,경기,"5,690만원",적정,36루5655,15년07월(15년형),"142,967km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2534/25346328_2819319552738669.jpeg?width=320
1074,26166397,BMW 올 뉴 Z4 sDrive 20i M 스포츠 패키지,경기,"4,999만원",낮음,143도5709,21년08월(21년형),"18,393km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2616/26166397_15427997192656732.jpeg?width=320
1075,26051656,마쯔다 MX-5 2.0 컨버터블,부산,"3,190만원",낮음,52라0200,16년05월(16년형),"76,270km",가솔린,수동,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2605/26051656_12861030080749200.jpeg?width=320
1076,26176077,포르쉐 Taycan 4S,경기,"9,899만원",적정,42라5569,21년03월(21년형),"60,135km",전기,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26176077_15608243527444191.jpeg?width=320
1077,26309698,벤츠 AMG GT GT 4door 43 4MATIC+ Dynamic,대전,"12,950만원",적정,313부5942,23년09월(23년형),"9,896km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26309698_18908401529857628.jpeg?width=320
1078,23671941,벤츠 SLK클래스 SLK230K R170,경기,590만원,적정,48어7208,03년09월(97년형),"151,098km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2367/23671941_24377578272434865.jpeg?width=320
1079,26303092,포르쉐 718 박스터 2.0,광주,"4,950만원",적정,293어7186,17년06월(17년형),"91,138km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26303092_18645268939924838.jpeg?width=320
1080,24615369,포르쉐 뉴 911 카레라 4 GTS 카브리올레 991(15년~),경기,"10,800만원",적정,174루9111,17년09월(17년형),"63,849km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img01/img2461/24615369_12249086593792191.jpeg?width=320
1081,24720357,BMW M시리즈 M4 컨버터블 Competition M xDrive G82,경기,"10,200만원",적정,149부1983,22년08월(22년형),"16,915km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2472/24720357_14385983617073139.jpeg?width=320
1082,26182420,BMW 올 뉴 Z4 sDrive 20i Sport,서울,"4,780만원",적정,394주8223,20년08월(20년형),"58,078km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2618/26182420_15866137857231520.jpg?width=320
1083,26291900,포르쉐 718 박스터 4.0 GTS,부산,"12,000만원",적정,181두2239,22년07월(22년형),"4,550km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2629/26291900_18455575847843300.jpeg?width=320
1084,26291816,BMW M시리즈 M4 쿠페 Competition (F82),경기,"9,300만원",낮음,183모6595,21년07월(21년형),"39,272km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2629/26291816_18449950098035987.jpeg?width=320
1085,26288186,도요타 수프라 5세대 GR 3.0,경기,"6,240만원",낮음,193루4322,21년04월(20년형),"69,676km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26288186_18385476907337723.jpeg?width=320
1086,26282128,도요타 86 2.0,경기,"3,270만원",적정,333노4216,20년02월(20년형),"22,007km",가솔린,수동,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26282128_18290991876457180.jpeg?width=320
1087,26281645,포드 머스탱 쉘비 GT500 컨버터블,경기,"5,570만원",적정,277머7207,22년08월(22년형),"7,159km",가솔린,오토,노랑,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26281645_18283502778900109.jpeg?width=320
1088,25454482,포르쉐 카이맨 3.4 S 987C,경기,"2,990만원",낮음,142거6482,06년03월(06년형),"152,128km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2545/25454482_827692001830484.jpeg?width=320
1089,26172580,렉서스 RC 350 F-Sport,대구,"3,580만원",낮음,14수0176,16년06월(15년형),"45,000km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26172580_15536475813779572.jpg?width=320
1090,26275008,BMW M시리즈 X3 M Competition F97(19~),경기,"8,700만원",적정,222가7416,23년12월(23년형),"4,625km",가솔린,오토,검정,https://img.kbchachacha.com/IMG/carimg/l/img07/img2627/26275008_18030070801479615.jpeg?width=320
1091,26198951,포드 올뉴머스탱 쿠페 프리미엄,경기,"3,399만원",적정,172거9801,21년02월(20년형),"41,072km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2619/26198951_16128964289272137.jpeg?width=320
1092,25808940,BMW M시리즈 M5 세단 Competition Edition,경기,"9,590만원",적정,321로6788,21년03월(21년형),"72,221km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2580/25808940_9323098497474916.jpeg?width=320
1093,26263393,BMW M시리즈 M6 쿠페 F13(12년~),부산,"3,990만원",낮음,115두8005,13년03월(13년형),"117,595km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26263393_17447955616298932.jpeg?width=320
1094,26263105,BMW 올 뉴 Z4 M40i,서울,"5,050만원",적정,358부9931,20년02월(20년형),"108,792km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26263105_17443409090056895.jpeg?width=320
1095,26262994,포드 올뉴머스탱 GT쿠페 프리미엄,경기,"7,499만원",적정,103오7821,24년07월(24년형),"1,100km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26262994_17442907059734261.jpg?width=320
1096,26260455,BMW M시리즈 M8 쿠페 Competition,부산,"11,400만원",적정,148부4542,21년01월(20년형),"41,577km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26260455_17979935468934398.jpeg?width=320
1097,26248895,벤츠 SL클래스(R232) AMG SL63 4MATIC+ 기본형,경기,"18,500만원",낮음,109호3010,23년09월(23년형),"8,053km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2624/26248895_17197376718743895.jpeg?width=320
1098,26244018,벤츠 뉴 SLK클래스 SLK200 블루이피션시,인천,"1,190만원",적정,55소8898,12년02월(12년형),"140,000km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2624/26244018_27016046548700520.jpg?width=320
1099,25513940,아우디 TT(8S) 쿠페 45 TFSI 콰트로,경기,"2,330만원",적정,13오0930,16년03월(16년형),"59,438km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2551/25513940_1719862851051147.jpeg?width=320
1100,26234604,BMW 올 뉴 Z4 M40i,경기,"6,849만원",적정,275루5831,20년02월(20년형),"17,716km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2623/26234604_16831265075386337.jpeg?width=320
1101,25280227,애스턴마틴 DB11 5.2 V12 쿠페,대전,"13,290만원",적정,07모1111,17년02월(17년형),"9,094km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2528/25280227_27966960122021134.jpg?width=320
1102,26223518,벤츠 AMG GT GT 4door 63 S 4MATIC+ 기본형,경기,"11,100만원",적정,176다1883,20년02월(20년형),"64,151km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26223518_16639731822403899.jpeg?width=320
1103,26218646,마세라티 쿠페 4.2 V8,경기,"1,690만원",적정,64우5872,04년01월(04년형),"31,269km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2621/26218646_16571193944480404.jpeg?width=320
1104,26211442,마세라티 그란투리스모 4.7 스포츠 기본형,경기,"3,990만원",적정,62무1587,09년12월(09년형),"37,776km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2621/26211442_16462922532534612.jpeg?width=320
1105,26206774,포드 올뉴머스탱 GT 쿠페 프리미엄,경기,"3,190만원",적정,281서5020,18년04월(18년형),"23,789km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2620/26206774_16245501568452305.jpeg?width=320
1106,26198888,포르쉐 카이맨 (718) 2.0,광주,"4,799만원",적정,380모8787,17년12월(18년형),"68,309km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2619/26198888_16128363201637012.jpeg?width=320
1107,25831356,포르쉐 911(992) Carrera GTS,광주,"16,300만원",낮음,231조1270,23년01월(22년형),"25,000km",가솔린,오토,파랑,https://img.kbchachacha.com/IMG/carimg/l/img03/img2583/25831356_8167900503034335.jpeg?width=320
1108,25880781,포르쉐 Taycan Cross Turismo 4S,광주,"10,500만원",낮음,60버8600,22년05월(22년형),"23,000km",전기,오토,갈색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2588/25880781_9239978657106017.jpeg?width=320
1109,26192620,포드 올뉴머스탱 컨버터블 프리미엄,경기,"1,690만원",적정,245가9782,16년01월(16년형),"134,573km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2619/26192620_16043803607367178.jpeg?width=320
1110,26191146,BMW M시리즈 M3 쿠페 E92M3,경기,"2,150만원",낮음,42부0319,10년04월(10년형),"139,433km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img09/img2619/26191146_16025981289788780.jpeg?width=320
1111,26185510,BMW 올 뉴 Z4 M40i,경기,"5,400만원",적정,133조6100,20년02월(19년형),"56,741km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2618/26185510_22625442372472681.jpeg?width=320
1112,26183701,람보르기니 아벤타도르 S LP740-4,경기,"37,900만원",낮음,60루5000,19년05월(18년형),"21,718km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2618/26183701_22631549273217982.jpg?width=320
1113,26041761,포르쉐 911(992) Carrera 4S,경기,"16,900만원",적정,143다1081,21년01월(21년형),"48,970km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2604/26041761_12591418185358362.jpeg?width=320
1114,26069162,포르쉐 뉴 박스터 S 3.4 981(12년~),서울,"3,820만원",낮음,170고8032,15년04월(15년형),"83,584km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2606/26069162_13128283814380793.jpg?width=320
1115,24641506,도요타 솔라라 컨버터블,대전,990만원,낮음,15구5650,09년10월(06년형),"174,457km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2464/24641506_12818392404776080.jpeg?width=320
1116,26176190,아우디 TT(8N) 1.8 로드스터 8N,경기,890만원,낮음,53고5452,06년01월(06년형),"157,177km",가솔린,오토,은색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26176190_15609272353735320.jpeg?width=320
1117,26173379,포르쉐 911(992) Carrera S,부산,"15,980만원",적정,330로5930,21년05월(21년형),"27,170km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26173379_15540078372343096.jpeg?width=320
1118,26172404,페라리 캘리포니아 T 3.9 V8,서울,"11,300만원",낮음,56너1000,15년12월(16년형),"25,188km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26172404_15530774464829981.jpeg?width=320
1119,26171712,BMW M시리즈 X4 M Competition,경기,"9,400만원",적정,108어5661,23년03월(23년형),"8,779km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2617/26171712_15524207226402933.jpeg?width=320
1120,26168559,닷지 챌린저 6.4 SRT,경기,"6,500만원",적정,30고3812,21년02월(16년형),"62,842km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2616/26168559_15451173071285274.jpeg?width=320
1121,26163862,BMW M시리즈 M4 컨버터블 Competition M xDrive G82,경기,"10,200만원",낮음,252주2542,24년01월(24년형),"17,180km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2616/26163862_17720743108330201.jpeg?width=320
1122,26022193,포르쉐 카이맨 (718) 2.5 S,경기,"7,199만원",적정,126마7599,20년09월(20년형),"27,245km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2602/26022193_12253670453243916.jpeg?width=320
1123,26046349,도요타 GR 86(ZN8) 2.4 Premium,대구,"4,070만원",적정,312노3467,23년07월(23년형),"1,800km",가솔린,수동,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2604/26046349_12685027496751330.jpg?width=320
1124,26158588,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,경기,"5,450만원",적정,116가3390,23년06월(23년형),"16,239km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2615/26158588_27967528732862651.jpeg?width=320
1125,25961202,BMW 8시리즈 (G15) 840i xDrive Gran Coupe M Sport Package,경기,"7,090만원",적정,304루4114,19년11월(20년형),"46,857km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2596/25961202_11020819609115066.jpeg?width=320
1126,26030793,BMW 8시리즈 (G15) 840d xDrive Gran Coupe M Sport Package,부산,"7,190만원",적정,247오2919,20년06월(20년형),"66,186km",디젤,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2603/26030793_12404953241176339.jpeg?width=320
1127,25278656,맥라렌 650S 3.8 쿠페,서울,"13,700만원",적정,124도4941,15년08월(15년형),"58,083km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2527/25278656_27953213022661653.jpg?width=320
1128,26152042,페라리 포르토피노 3.9 V8,경기,"18,500만원",낮음,102나2002,19년08월(20년형),"36,642km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img05/img2615/26152042_15014905051858169.jpeg?width=320
1129,26150863,포르쉐 911(992) Turbo S Cabriolet,경기,"31,550만원",낮음,294러1199,23년02월(23년형),"3,600km",가솔린,오토,초록색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2615/26150863_15002788429791765.jpeg?width=320
1130,26148865,BMW M시리즈 M6 그란 쿠페 F13 (13~),경기,"2,890만원",낮음,65모1155,14년02월(13년형),"152,342km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2614/26148865_14935506790954437.jpeg?width=320
1131,26137859,람보르기니 아벤타도르 LP700-4,경기,"39,000만원",낮음,102어5555,19년12월(18년형),"8,929km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img03/img2613/26137859_14742568708485729.jpeg?width=320
1132,26135395,페라리 F12 베를리네타 6.3,경기,"22,500만원",낮음,145구6322,15년10월(16년형),"27,897km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2613/26135395_15028808936509601.jpeg?width=320
1133,26122048,BMW M시리즈 X4 M Competition Carbon Package F98,경기,"8,190만원",적정,262수3980,21년10월(21년형),"62,012km",가솔린,오토,인기색상,https://img.kbchachacha.com/IMG/carimg/l/img02/img2612/26122048_14327909822338245.jpeg?width=320
